time,acc,throughput
46.257695642,0.6303,721.1914852261673
86.536867204,0.7132,580.1408596098432
132.805438766,0.7437,785.2877115205323
179.066225408,0.763,1129.8891855088555
225.32679797,0.7709,713.1088135303365
271.598025532,0.7896,459.95300934711594
317.864777854,0.8019,578.545802285257
