time,acc,throughput
46.261008562,0.6207,860.6284747742787
92.529595924,0.7193,924.7165775505997
138.798167486,0.7489,743.6155483425089
185.057888048,0.7651,1310.8913787277465
231.31945961,0.7857,799.720937589103
277.588031172,0.7918,588.1597301801127
323.852694414,0.8017,673.0241523225684
