time,acc,throughput
104.642601553,0.1,640.1024163866216
123.629586013,0.1,480.07681228996626
165.623517343,0.1,373.39281605488327
427.89559047800003,0.1,914.1044965298136
429.87859291300003,0.1,857.3183251395086
433.893334136,0.1,784.9055609913138
627.8437236560001,0.1,1477.5597543524527
632.470870593,0.10008000000000002,1220.5452231216996
699.174306044,0.10007200000000002,867.0386834466849
953.2130072049999,0.10109480000000003,1462.7627998389135
957.945026461,0.10098532000000002,1243.4402775142846
1024.438553325,0.10088678800000003,882.3020530417416
1277.673596918,0.10079810920000004,1608.4382155075398
1289.707618116,0.10071829828000003,1124.2703159470807
1349.704187786,0.10064646845200004,802.8561123715671
1604.267293373,0.10089182160680003,1379.623692304699
1614.975976042,0.10102263944612003,1009.8456821617074
1634.978317035,0.10148037550150803,779.9155240821684
1849.642910117,0.10133233795135724,1366.0842098615028
1860.262397884,0.1015991041562215,1003.0933131240622
1880.2584325179998,0.10186919374059936,775.4115413674671
2095.0494240199996,0.10168227436653943,1346.2265655671079
2105.5485338089998,0.10205404692988548,993.1773585553119
2125.54034855,0.10245864223689694,768.8019751013115
2340.165732594,0.10221277801320724,1369.7492305474668
2350.827975188,0.10276150021188653,1004.9178234591558
2370.819796733,0.10315535019069788,776.6307882431247
2584.658908762,0.1028398151716281,1495.5142475431871
2598.09928058,0.10465583365446529,1067.8099817012792
2618.090936844,0.10627025028901876,818.5587210956364
