time,acc,throughput
46.265571562,0.6547,737.1513359081034
86.534782124,0.7099,714.7771356626517
132.802353686,0.7436,767.6661571859685
179.067925248,0.7627,1027.299155794196
219.34309681,0.7732,791.7343249672293
265.605681452,0.7802,657.1768531638979
311.871320014,0.7937,554.506783008979
358.135891576,0.8107,830.1682067392379
